,path,emotion
44,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-05-110-02-02-02-13.wav,happy
45,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-05-112-02-02-02-01.wav,happy
46,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-05-113-02-02-02-06.wav,happy
47,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-05-116-02-02-02-22.wav,happy
48,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-05-90-02-02-02-13.wav,happy
49,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-05-97-02-02-02-36.wav,happy
50,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-06-112-02-02-02-01.wav,happy
51,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-06-113-02-02-02-06.wav,happy
52,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-07-112-02-02-02-01.wav,happy
53,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-07-113-02-02-02-06.wav,happy
54,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-07-95-02-02-02-13.wav,happy
55,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-08-112-02-02-02-01.wav,happy
56,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-08-113-02-02-02-06.wav,happy
57,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-09-113-02-02-02-06.wav,happy
58,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-10-113-02-02-02-06.wav,happy
59,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-10-127-02-02-02-13.wav,happy
60,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-10-128-02-02-02-13.wav,happy
61,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-10-28-02-02-02-01.wav,happy
62,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-10-28-02-02-02-02.wav,happy
63,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-10-28-02-02-02-03.wav,happy
64,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-10-40-02-01-00-26.wav,happy
65,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-11-115-02-02-02-13.wav,happy
66,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-11-128-02-02-02-13.wav,happy
67,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-12-116-02-02-02-13.wav,happy
68,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-12-120-02-02-02-13.wav,happy
69,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-13-112-02-02-02-01.wav,happy
70,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-13-113-02-02-02-13.wav,happy
71,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-13-115-02-02-02-13.wav,happy
72,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-13-116-02-02-02-13.wav,happy
73,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-13-120-02-02-02-13.wav,happy
74,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-13-98-02-02-04-13.wav,happy
75,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-13-99-02-02-04-13.wav,happy
76,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-14-112-02-02-02-01.wav,happy
77,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-14-116-02-02-02-13.wav,happy
78,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-15-102-02-02-02-13.wav,happy
79,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-15-112-02-02-02-01.wav,happy
80,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-15-112-02-02-02-25.wav,happy
81,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-16-112-02-02-02-01.wav,happy
82,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-17-112-02-02-02-01.wav,happy
83,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-17-112-02-02-02-05.wav,happy
84,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-17-116-02-02-02-23.wav,happy
85,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-20-112-02-02-02-01.wav,happy
86,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-20-113-02-02-02-13.wav,happy
87,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-21-102-02-02-02-06.wav,happy
88,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-21-117-02-02-02-13.wav,happy
89,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-21-118-02-02-02-13.wav,happy
90,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-22-102-02-02-02-06.wav,happy
91,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-22-112-02-02-02-01.wav,happy
92,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-23-101-02-02-02-13.wav,happy
93,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-23-102-02-02-02-01.wav,happy
94,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-23-102-02-02-02-06.wav,happy
95,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-23-102-02-02-02-13.wav,happy
96,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-23-106-02-02-02-33.wav,happy
97,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-23-111-02-02-02-13.wav,happy
98,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-23-112-02-02-02-13.wav,happy
99,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-23-112-02-02-02-66.wav,happy
100,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-23-113-02-02-02-13.wav,happy
101,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-23-114-02-02-02-13.wav,happy
102,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-23-118-02-02-02-13.wav,happy
103,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-23-119-02-02-02-13.wav,happy
104,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-24-102-02-02-02-06.wav,happy
105,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-24-112-02-02-02-13.wav,happy
106,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-25-102-02-02-02-06.wav,happy
107,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-25-112-02-02-02-13.wav,happy
108,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-26-102-02-02-02-06.wav,happy
109,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-27-102-02-02-02-06.wav,happy
110,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-27-112-02-02-02-13.wav,happy
111,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-27-59-02-02-02-32.wav,happy
112,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-28-102-02-02-02-06.wav,happy
113,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-28-111-02-02-02-13.wav,happy
114,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-28-112-02-02-02-13.wav,happy
115,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-28-114-02-02-02-13.wav,happy
116,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-28-59-02-02-02-13.wav,happy
117,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-29-102-02-02-02-06.wav,happy
118,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-29-114-02-02-02-13.wav,happy
119,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-29-40-02-01-00-26-02.wav,happy
120,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-29-40-02-01-00-26.wav,happy
121,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-29-59-02-02-02-13-01.wav,happy
122,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-29-59-02-02-02-13-02.wav,happy
123,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-30-102-02-02-02-06.wav,happy
124,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-30-108-02-02-02-13.wav,happy
125,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-30-111-02-02-02-13.wav,happy
126,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-30-114-02-02-02-13.wav,happy
127,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-30-59-02-02-02-32.wav,happy
128,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-31-114-02-02-02-13.wav,happy
129,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-31-116-02-02-02-13.wav,happy
130,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-32-102-02-02-02-06.wav,happy
131,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-32-114-02-02-02-13.wav,happy
132,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-33-102-01-02-02-22.wav,happy
133,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-34-102-02-02-02-06.wav,happy
134,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-34-102-02-02-02-13.wav,happy
135,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-35-102-02-02-02-22.wav,happy
136,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-35-116-02-02-02-13.wav,happy
137,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-36-102-02-02-02-06.wav,happy
138,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-36-116-02-02-02-13.wav,happy
139,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-36-40-02-01-00-24.wav,happy
140,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-36-58-02-02-02-32.wav,happy
141,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-37-116-02-02-02-13.wav,happy
142,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-37-58-02-02-02-32.wav,happy
143,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-38-116-02-02-02-13.wav,happy
144,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-38-58-02-02-02-32.wav,happy
145,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-39-116-02-02-02-05.wav,happy
146,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-39-116-02-02-02-13.wav,happy
147,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-39-58-02-02-02-32.wav,happy
148,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-40-103-02-02-02-33.wav,happy
149,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-40-104-02-02-02-33.wav,happy
150,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-40-107-02-02-02-13.wav,happy
151,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-40-108-04-02-02-33.wav,happy
152,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-40-59-02-02-02-32.wav,happy
153,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-41-108-04-02-02-33.wav,happy
154,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-41-116-02-02-02-06.wav,happy
155,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-41-116-02-02-02-13.wav,happy
156,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-41-58-02-02-02-32.wav,happy
157,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-42-116-02-02-02-13.wav,happy
158,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-43-107-04-02-02-33.wav,happy
159,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-43-116-02-02-02-13.wav,happy
160,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-44-107-04-02-02-33.wav,happy
161,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-44-116-02-02-02-06.wav,happy
162,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-01-45-116-02-02-02-13.wav,happy
163,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-02-01-112-02-02-02-01.wav,happy
164,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-02-01-114-02-02-02-16.wav,happy
165,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-02-02-112-02-02-02-01.wav,happy
166,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-02-18-112-02-02-02-01.wav,happy
167,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/ASVP-ESD-Update/Audio\actor_\03-02-13-02-19-112-02-02-02-01.wav,happy
