,path,emotion
139,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_06\06_02_01_02_kids-talking_sad.wav,sad
140,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_06\06_02_02_01_dogs-sitting_sad.wav,sad
141,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_06\06_02_02_01_kids-talking_sad.wav,sad
142,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_06\06_02_02_02_dogs-sitting_sad.wav,sad
143,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_06\06_02_02_02_kids-talking_sad.wav,sad
144,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_07\07_01_01_01_dogs-sitting_sad.wav,sad
145,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_07\07_01_01_01_kids-talking_sad.wav,sad
146,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_07\07_01_01_02_dogs-sitting_sad.wav,sad
147,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_07\07_01_01_02_kids-talking_sad.wav,sad
148,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_07\07_01_02_01_dogs-sitting_sad.wav,sad
149,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_07\07_01_02_01_kids-talking_sad.wav,sad
150,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_07\07_01_02_02_dogs-sitting_sad.wav,sad
151,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_07\07_01_02_02_kids-talking_sad.wav,sad
152,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_07\07_02_01_01_dogs-sitting_sad.wav,sad
153,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_07\07_02_01_01_kids-talking_sad.wav,sad
154,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_07\07_02_01_02_dogs-sitting_sad.wav,sad
155,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_07\07_02_01_02_kids-talking_sad.wav,sad
156,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_07\07_02_02_01_dogs-sitting_sad.wav,sad
157,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_07\07_02_02_01_kids-talking_sad.wav,sad
158,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_07\07_02_02_02_dogs-sitting_sad.wav,sad
159,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_07\07_02_02_02_kids-talking_sad.wav,sad
160,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_08\08_01_01_01_dogs-sitting_sad.wav,sad
161,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_08\08_01_01_01_kids-talking_sad.wav,sad
162,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_08\08_01_01_02_dogs-sitting_sad.wav,sad
163,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_08\08_01_01_02_kids-talking_sad.wav,sad
164,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_08\08_01_02_01_dogs-sitting_sad.wav,sad
165,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_08\08_01_02_01_kids-talking_sad.wav,sad
166,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_08\08_01_02_02_dogs-sitting_sad.wav,sad
167,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_08\08_01_02_02_kids-talking_sad.wav,sad
168,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_08\08_02_01_01_dogs-sitting_sad.wav,sad
169,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_08\08_02_01_01_kids-talking_sad.wav,sad
170,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_08\08_02_01_02_dogs-sitting_sad.wav,sad
171,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_08\08_02_01_02_kids-talking_sad.wav,sad
172,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_08\08_02_02_01_dogs-sitting_sad.wav,sad
173,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_08\08_02_02_01_kids-talking_sad.wav,sad
174,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_08\08_02_02_02_dogs-sitting_sad.wav,sad
175,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_08\08_02_02_02_kids-talking_sad.wav,sad
176,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_09\09_01_01_01_dogs-sitting_sad.wav,sad
177,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_09\09_01_01_01_kids-talking_sad.wav,sad
178,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_09\09_01_01_02_dogs-sitting_sad.wav,sad
179,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_09\09_01_01_02_kids-talking_sad.wav,sad
180,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_09\09_01_02_01_dogs-sitting_sad.wav,sad
181,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_09\09_01_02_01_kids-talking_sad.wav,sad
182,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_09\09_01_02_02_dogs-sitting_sad.wav,sad
183,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_09\09_01_02_02_kids-talking_sad.wav,sad
184,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_09\09_02_01_01_dogs-sitting_sad.wav,sad
185,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_09\09_02_01_01_kids-talking_sad.wav,sad
186,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_09\09_02_01_02_dogs-sitting_sad.wav,sad
187,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_09\09_02_01_02_kids-talking_sad.wav,sad
188,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_09\09_02_02_01_dogs-sitting_sad.wav,sad
189,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_09\09_02_02_01_kids-talking_sad.wav,sad
190,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_09\09_02_02_02_dogs-sitting_sad.wav,sad
191,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_09\09_02_02_02_kids-talking_sad.wav,sad
192,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_10\10_01_01_01_dogs-sitting_sad.wav,sad
193,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_10\10_01_01_01_kids-talking_sad.wav,sad
194,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_10\10_01_01_02_dogs-sitting_sad.wav,sad
195,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_10\10_01_01_02_kids-talking_sad.wav,sad
196,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_10\10_01_02_01_dogs-sitting_sad.wav,sad
197,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_10\10_01_02_01_kids-talking_sad.wav,sad
198,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_10\10_01_02_02_dogs-sitting_sad.wav,sad
199,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_10\10_01_02_02_kids-talking_sad.wav,sad
200,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_10\10_02_01_01_dogs-sitting_sad.wav,sad
201,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_10\10_02_01_01_kids-talking_sad.wav,sad
202,C:\Users\Andras\Desktop\work\MASZ\SER-SpeechMaster/data/training\Actor_10\10_02_01_02_dogs-sitting_sad.wav,sad
